ncessch,year,school_name,Include,exclude,school_status,school_type,charter,school_level,enrollment,virtual,magnet,street_location,city_location
120051003063.00,2007,ESCAMBIA RIVER OUTWARD BOUND,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,430 TEDDER RD,CENTURY
120087003864.00,2002,PROJECT CRAFT,0,FALSE,new,regular school,no,high,6,no,Missing/not reported,3946 W. MARTIN LUTHER,TAMPA
120087003864.00,2003,PROJECT CRAFT,0,FALSE,open,regular school,no,other,12,no,Missing/not reported,3946 W MARTIN LUTHER,TAMPA
120087003864.00,2004,PROJECT CRAFT,0,FALSE,open,regular school,no,high,16,no,Missing/not reported,2934 EAST HILLSBOROUGH AV,TAMPA
120087003864.00,2005,PROJECT CRAFT,0,TRUE,open,other/alternative school,no,other,19,no,Missing/not reported,2934 E HILLSBOROUGH AVE,TAMPA
120087003864.00,2006,PROJECT CRAFT,0,TRUE,open,other/alternative school,no,not applicable,0,no,No,2934 E HILLSBOROUGH AVE,TAMPA
120087003864.00,2007,PROJECT CRAFT,0,TRUE,open,other/alternative school,no,other,0,no,No,2934 E HILLSBOROUGH AVE,TAMPA
120087003864.00,2008,PROJECT CRAFT,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,2934 EAST HILLSBOROUGH AVE,TAMPA
120087003865.00,2002,MILLBURN HIGH SCHOOL,0,FALSE,new,regular school,yes,high,31,no,Missing/not reported,2101 PALM AVENUE,TAMPA
120087003865.00,2003,MILLBURN HIGH SCHOOL,0,FALSE,open,regular school,yes,high,97,no,Missing/not reported,1404 TECH BOULEVARD,TAMPA
120087003865.00,2004,RICHARD MILBURN ACADEMY,0,FALSE,open,regular school,yes,high,221,no,Missing/not reported,1404 TECH BOULEVARD,TAMPA
120087003865.00,2005,RICHARD MILBURN ACADEMY,0,TRUE,open,other/alternative school,yes,high,223,no,Missing/not reported,1404 TECH BLVD,TAMPA
120087003865.00,2006,RICHARD MILBURN ACADEMY,0,TRUE,open,other/alternative school,yes,not applicable,0,no,No,1404 TECH BLVD,TAMPA
120087003865.00,2007,RICHARD MILBURN ACADEMY,0,TRUE,closed,other/alternative school,yes,not applicable,0,no,No,1404 TECH BLVD,TAMPA
120132003206.00,1999,PACE-UPPER KEYS,0,FALSE,open,regular school,no,,21,no,Missing/not reported,87745 OVERSEAS HIGHWAY,ISLAMORADA
120132003206.00,2000,PACE-UPPER KEYS,0,FALSE,open,regular school,no,other,22,no,Missing/not reported,87745 OVERSEAS HIGHWAY,ISLAMORADA
120132003206.00,2001,PACE-UPPER KEYS,0,FALSE,open,regular school,no,other,20,no,Missing/not reported,,ISLAMORADA
120132003206.00,2002,PACE-UPPER KEYS,0,FALSE,open,regular school,no,high,20,no,Missing/not reported,89015 OVERSEAS HIGHWAY,TAVERNIER
120132003206.00,2003,PACE-UPPER KEYS,0,FALSE,open,regular school,no,other,28,no,Missing/not reported,89015 OVERSEAS HIGHWAY,TAVERNIER
120132003206.00,2004,PACE-UPPER KEYS,0,FALSE,open,regular school,no,other,28,no,Missing/not reported,89015 OVERSEAS HIGHWAY,TAVERNIER
120132003206.00,2005,PACE-UPPER KEYS,0,TRUE,open,other/alternative school,no,high,25,no,Missing/not reported,89015 OVERSEAS HWY,TAVERNIER
120132003206.00,2006,PACE-UPPER KEYS,0,TRUE,open,other/alternative school,no,high,15,no,No,89015 OVERSEAS HWY,TAVERNIER
120132003206.00,2007,PACE-UPPER KEYS,0,TRUE,open,other/alternative school,no,high,0,no,No,89015 OVERSEAS HWY,TAVERNIER
120132003206.00,2008,PACE-UPPER KEYS,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,89015 OVERSEAS HWY,TAVERNIER
120144007942.00,2011,ASPIRE ACADEMY CHARTER,1,FALSE,new,regular school,yes,primary,35,no,No,5015 GODDARD AVE,ORLANDO
120144007942.00,2012,ASPIRE ACADEMY CHARTER,1,FALSE,open,regular school,yes,primary,81,no,No,5015 GODDARD AVE,ORLANDO
120144007942.00,2013,ASPIRE ACADEMY CHARTER,1,FALSE,open,regular school,yes,primary,106,no,No,5015 GODDARD AVE,ORLANDO
120144007942.00,2014,ASPIRE ACADEMY CHARTER,1,FALSE,open,regular school,yes,primary,111,no,No,5015 GODDARD AVE,ORLANDO
120144007942.00,2015,ASPIRE ACADEMY CHARTER,1,FALSE,open,regular school,yes,primary,121,no,No,928 MALONE DR,ORLANDO
120144007942.00,2016,ASPIRE ACADEMY CHARTER,1,FALSE,open,regular school,yes,primary,113,no,No,928 MALONE DR,ORLANDO
120144007942.00,2017,ASPIRE ACADEMY CHARTER,1,TRUE,open,other/alternative school,yes,primary,112,no,No,928 MALONE DR,ORLANDO
120144007942.00,2018,ASPIRE ACADEMY CHARTER,1,TRUE,open,other/alternative school,yes,primary,122,no,No,928 MALONE DR,ORLANDO
120159003657.00,1999,S.T.A.R. CHARTER SCHOOL,1,FALSE,new,regular school,yes,,81,no,Missing/not reported,301 NORTH FLORIDA AVENUE,LAKELAND
120159003657.00,2000,S.T.A.R. CHARTER SCHOOL,1,FALSE,open,regular school,yes,other,83,no,Missing/not reported,301 NORTH FLORIDA AVENUE,LAKELAND
120159003657.00,2001,S.T.A.R. CHARTER SCHOOL,1,FALSE,open,regular school,yes,other,68,no,Missing/not reported,,LAKELAND
120159003657.00,2002,S.T.A.R. CHARTER SCHOOL,1,FALSE,open,regular school,yes,other,69,no,Missing/not reported,301 NORTH FLORIDA AVENUE,LAKELAND
120159003657.00,2003,S.T.A.R. CHARTER SCHOOL,1,FALSE,open,regular school,yes,other,108,no,Missing/not reported,"225 AVENUE B, NW",WINTER HAVEN
120159003657.00,2004,S.T.A.R. CHARTER SCHOOL,1,FALSE,open,regular school,yes,other,115,no,Missing/not reported,"225 AVENUE B, NW",WINTER HAVEN
120159003657.00,2005,S.T.A.R. CHARTER SCHOOL,1,TRUE,open,other/alternative school,yes,high,103,no,Missing/not reported,225 AVE B NW,WINTER HAVEN
120159003657.00,2006,S.T.A.R. CHARTER SCHOOL,1,TRUE,open,other/alternative school,yes,high,103,no,No,225 AVE B NW,WINTER HAVEN
120159003657.00,2007,S.T.A.R. CHARTER SCHOOL,0,TRUE,closed,other/alternative school,yes,not applicable,0,no,No,225 AVE B NW,WINTER HAVEN
120192003809.00,2001,ADVANCED TECHNOLOGY CENTER,1,FALSE,new,regular school,yes,high,140,no,Missing/not reported,,DAYTONA BEACH
120192003809.00,2002,ADVANCED TECHNOLOGY CENTER,1,FALSE,open,regular school,yes,high,177,no,Missing/not reported,1770 TECHNOLOGY BOULEVARD,DAYTONA BEACH
120192003809.00,2003,ADVANCED TECHNOLOGY CENTER,1,FALSE,open,regular school,yes,high,264,no,Missing/not reported,1770 TECHNOLOGY BOULEVARD,DAYTONA BEACH
120192003809.00,2004,ADVANCED TECHNOLOGY CENTER,1,FALSE,open,regular school,yes,high,237,no,Missing/not reported,1770 TECHNOLOGY BOULEVARD,DAYTONA BEACH
120192003809.00,2005,ADVANCED TECHNOLOGY CENTER,1,FALSE,open,regular school,yes,high,201,no,Missing/not reported,1770 TECHNOLOGY BLVD,DAYTONA BEACH
120192003809.00,2006,ADVANCED TECHNOLOGY CENTER,1,FALSE,open,regular school,no,high,169,no,No,1770 TECHNOLOGY BLVD,DAYTONA BEACH
120192003809.00,2007,ADVANCED TECHNOLOGY COLLEGE,1,TRUE,open,vocational school,no,high,166,no,No,1770 TECHNOLOGY BLVD,DAYTONA BEACH
120192003809.00,2008,ADVANCED TECHNOLOGY COLLEGE,1,TRUE,open,vocational school,no,high,205,no,No,1770 TECHNOLOGY BLVD,DAYTONA BEACH
120192003809.00,2009,ADVANCED TECHNOLOGY COLLEGE,0,TRUE,closed,vocational school,no,not applicable,,no,No,1770 TECHNOLOGY BLVD,DAYTONA BEACH
120057000846.00,1999,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,,325,no,Missing/not reported,85 SCHOOL ROAD,EASTPOINT
120057000846.00,2000,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,primary,320,no,Missing/not reported,85 SCHOOL ROAD,EASTPOINT
120057000846.00,2001,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,primary,297,no,Missing/not reported,,EASTPOINT
120057000846.00,2002,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,primary,259,no,Missing/not reported,85 SCHOOL ROAD,EASTPOINT
120057000846.00,2003,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,primary,272,no,Missing/not reported,85 SCHOOL ROAD,EASTPOINT
120057000846.00,2004,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,primary,271,no,Missing/not reported,85 SCHOOL ROAD,EASTPOINT
120057000846.00,2005,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,primary,236,no,Missing/not reported,85 SCHOOL RD,EASTPOINT
120057000846.00,2006,H. G. BROWN ELEMENTARY SCHOOL,0,FALSE,open,regular school,no,primary,224,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2007,FRANKLIN COUNTY ELEMENTARY SCHOOL - CENTRAL CAMPUS,0,FALSE,open,regular school,no,primary,194,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2008,FRANKLIN COUNTY LEARNING CENTER PK-12,0,FALSE,open,regular school,no,other,84,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2009,FRANKLIN COUNTY LEARNING CENTER PK-12,0,FALSE,open,regular school,no,other,95,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2010,FRANKLIN COUNTY LEARNING CENTER PK-12,0,FALSE,open,regular school,no,other,91,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2011,FRANKLIN COUNTY LEARNING CENTER PK-12,0,FALSE,open,regular school,no,other,82,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2012,FRANKLIN COUNTY LEARNING CENTER PK-12,0,TRUE,open,other/alternative school,no,other,34,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2013,FRANKLIN COUNTY LEARNING CENTER 5-12,0,TRUE,open,other/alternative school,no,other,17,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2014,FRANKLIN COUNTY LEARNING CENTER 5-12,0,TRUE,closed,other/alternative school,no,not applicable,0,no,,85 SCHOOL RD,EASTPOINT
120057000846.00,2016,FRANKLIN COUNTY ALTERNATIVE SCHOOL,0,TRUE,reopened,other/alternative school,no,other,16,no,Missing/not reported,85 SCHOOL RD,EASTPOINT
120057000846.00,2017,FRANKLIN COUNTY ALTERNATIVE SCHOOL,0,TRUE,open,other/alternative school,no,other,16,no,No,85 SCHOOL RD,EASTPOINT
120057000846.00,2018,FRANKLIN COUNTY ALTERNATIVE SCHOOL,0,TRUE,open,other/alternative school,no,high,80,no,No,85 SCHOOL RD,EASTPOINT
120150003636.00,1999,ROOSEVELT FULL SERVICE CENTER,0,FALSE,new,regular school,no,,0,no,Missing/not reported,1601 TAMARIND AVENUE,WEST PALM BEACH
120150003636.00,2000,ROOSEVELT FULL SERVICE CENTER,0,FALSE,open,regular school,no,other,111,no,Missing/not reported,1601 TAMARIND AVENUE,WEST PALM BEACH
120150003636.00,2001,ROOSEVELT FULL SERVICE CENTER,0,FALSE,open,regular school,no,other,205,no,Missing/not reported,,WEST PALM BEACH
120150003636.00,2002,ROOSEVELT FULL SERVICE CENTER,0,FALSE,open,regular school,no,other,173,no,Missing/not reported,1601 TAMARIND AVENUE,WEST PALM BEACH
120150003636.00,2003,ROOSEVELT FULL SERVICE CENTER,0,FALSE,open,regular school,no,other,169,no,Missing/not reported,1601 TAMARIND AVENUE,WEST PALM BEACH
120150003636.00,2004,ROOSEVELT FULL SERVICE CENTER,0,FALSE,open,regular school,no,other,125,no,Missing/not reported,1601 N TAMARIND AVENUE,WEST PALM BEACH
120150003636.00,2005,LIFE SKILLS,0,TRUE,open,other/alternative school,no,high,312,no,Missing/not reported,1601 N TAMARIND AVE,WEST PALM BEACH
120150003636.00,2006,LIFE SKILLS,0,TRUE,open,other/alternative school,no,high,281,no,No,1601 N TAMARIND AVE,WEST PALM BEACH
120150003636.00,2007,LIFE SKILLS,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,1601 N TAMARIND AVE,WEST PALM BEACH
120003003532.00,1999,"THE EINSTEIN MONTESSORI SCHOOL, INC.",1,FALSE,new,regular school,yes,,52,no,Missing/not reported,5930 S.W. ARCHER ROAD,GAINESVILLE
120003003532.00,2000,"THE EINSTEIN MONTESSORI SCHOOL, INC.",1,FALSE,open,regular school,yes,primary,77,no,Missing/not reported,5930 S.W. ARCHER ROAD,GAINESVILLE
120003003532.00,2001,"THE EINSTEIN MONTESSORI SCHOOL, INC.",1,FALSE,open,regular school,yes,primary,93,no,Missing/not reported,,GAINESVILLE
120003003532.00,2002,"THE EINSTEIN MONTESSORI SCHOOL, INC.",1,FALSE,open,regular school,yes,primary,107,no,Missing/not reported,5930 S.W. ARCHER ROAD,GAINESVILLE
120003003532.00,2003,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,105,no,Missing/not reported,5930 SW ARCHER ROAD,GAINESVILLE
120003003532.00,2004,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,108,no,Missing/not reported,5930 SW ARCHER ROAD,GAINESVILLE
120003003532.00,2005,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,103,no,Missing/not reported,5930 SW ARCHER RD,GAINESVILLE
120003003532.00,2006,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,99,no,No,5930 SW ARCHER RD,GAINESVILLE
120003003532.00,2007,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,98,no,No,5930 SW ARCHER RD,GAINESVILLE
120003003532.00,2008,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,109,no,No,5930 SW ARCHER RD,GAINESVILLE
120003003532.00,2009,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,106,no,No,5930 SW ARCHER RD,GAINESVILLE
120003003532.00,2010,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,106,no,No,5930 SW ARCHER RD,GAINESVILLE
120003003532.00,2011,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,106,no,No,5930 SW ARCHER RD,GAINESVILLE
120003003532.00,2012,EINSTEIN MONTESSORI SCHOOL,1,FALSE,open,regular school,yes,primary,112,no,No,5910 SW ARCHER RD,GAINESVILLE
120003003532.00,2013,EINSTEIN MONTESSORI SCHOOL,1,TRUE,open,other/alternative school,yes,primary,100,no,No,5910 SW ARCHER RD,GAINESVILLE
120003003532.00,2014,"THE EINSTEIN SCHOOL, INC.",1,TRUE,open,other/alternative school,yes,primary,113,no,No,5910 SW ARCHER RD,GAINESVILLE
120003003532.00,2015,THE EINSTEIN SCHOOL INC.,1,TRUE,open,other/alternative school,yes,primary,109,no,No,5910 SW ARCHER RD,GAINESVILLE
120003003532.00,2016,THE EINSTEIN SCHOOL INC.,1,TRUE,open,other/alternative school,yes,primary,107,no,No,5910 SW ARCHER RD,GAINESVILLE
120003003532.00,2017,THE EINSTEIN SCHOOL INC.,1,TRUE,open,other/alternative school,yes,middle,100,no,No,5910 SW ARCHER RD,GAINESVILLE
120003003532.00,2018,THE EINSTEIN SCHOOL INC.,1,TRUE,open,other/alternative school,yes,middle,108,no,No,5910 SW ARCHER RD,GAINESVILLE
120081002823.00,1999,WITHLACOOCHEE STOP CAMP,0,FALSE,open,regular school,no,,24,no,Missing/not reported,P.O. BOX 161,LACOOCHEE
120081002823.00,2000,WITHLACOOCHEE STOP CAMP,0,FALSE,open,regular school,no,other,11,no,Missing/not reported,P.O. BOX 161,LACOOCHEE
120081002823.00,2001,WITHLACOOCHEE STOP CAMP,0,FALSE,open,regular school,no,other,14,no,Missing/not reported,,LACOOCHEE
120081002823.00,2002,WITHLACOOCHEE RESIDENTIAL JUVENILE FACILITY      (,0,FALSE,inactive,regular school,no,not applicable,0,no,Missing/not reported,,LACOOCHEE
120081002823.00,2003,WITHLACOOCHEE RESIDENTIAL JUV.,0,FALSE,inactive,regular school,no,not applicable,0,no,Missing/not reported,P. O. BOX 161,LACOOCHEE
120081002823.00,2004,WITHLACOOCHEE RESIDENTIAL JUVENILE FACILITY,0,FALSE,open,regular school,no,other,20,no,Missing/not reported,P. O. BOX 161,LACOOCHEE
120081002823.00,2005,WITHLACOOCHEE RESIDENTIAL JUVENILE FACILITY,0,TRUE,open,other/alternative school,no,other,19,no,Missing/not reported,3400 STOP CAMP RD,LACOOCHEE
120081002823.00,2006,WITHLACOOCHEE RESIDENTIAL JUVENILE FACILITY,0,TRUE,open,other/alternative school,no,high,19,no,No,3400 STOP CAMP RD,LACOOCHEE
120081002823.00,2007,WITHLACOOCHEE RESIDENTIAL JUVENILE FACILITY,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,3400 STOP CAMP RD,LACOOCHEE
120111003604.00,1999,SEMINOLE WORK AND LEARN CENTER,0,FALSE,new,regular school,no,,17,no,Missing/not reported,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2000,SEMINOLE WORK AND LEARN CENTER,0,FALSE,open,regular school,no,other,23,no,Missing/not reported,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2001,SEMINOLE WORK AND LEARN CENTER,0,FALSE,open,regular school,no,other,21,no,Missing/not reported,,TALLAHASSEE
120111003604.00,2002,SEMINOLE WORK AND LEARN CENTER,0,FALSE,open,regular school,no,other,17,no,Missing/not reported,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2003,SEMINOLE WORK AND LEARN CENTER,0,FALSE,open,regular school,no,other,24,no,Missing/not reported,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2004,SEMINOLE WORK AND LEARN CENTER,0,FALSE,open,regular school,no,other,20,no,Missing/not reported,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2005,SEMINOLE WORK AND LEARN CENTER,0,TRUE,open,other/alternative school,no,other,22,no,Missing/not reported,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2006,SEMINOLE WORK AND LEARN CENTER,0,TRUE,open,other/alternative school,no,other,22,no,No,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2007,SEMINOLE WORK AND LEARN CENTER,0,TRUE,open,other/alternative school,no,other,22,no,No,3420 CAPITAL CIRCLE SW,TALLAHASSEE
120111003604.00,2008,SEMINOLE WORK AND LEARN CENTER,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,3420 CAPITAL CIRCLECLE SW,TALLAHASSEE
120111003728.00,2001,SAWMILL ACADEMY FOR GIRLS,0,FALSE,new,regular school,no,other,29,no,Missing/not reported,,TALLAHASSEE
120111003728.00,2002,SAWMILL ACADEMY FOR GIRLS,0,FALSE,open,regular school,no,other,27,no,Missing/not reported,2600 PLANT STREET,TALLAHASSEE
120111003728.00,2003,SAWMILL ACADEMY FOR GIRLS,0,FALSE,open,regular school,no,other,23,no,Missing/not reported,2600 PLANT STREET,TALLAHASSEE
120111003728.00,2004,SAWMILL ACADEMY FOR GIRLS,0,FALSE,open,regular school,no,other,26,no,Missing/not reported,2609-E SPRINGHILL ROAD,TALLAHASSEE
120111003728.00,2005,SAWMILL ACADEMY FOR GIRLS,0,TRUE,open,other/alternative school,no,other,26,no,Missing/not reported,2609-E SPRINGHILL RD,TALLAHASSEE
120111003728.00,2006,SAWMILL ACADEMY FOR GIRLS,0,TRUE,inactive,other/alternative school,no,not applicable,0,no,Missing/not reported,2609-E SPRINGHILL RD,TALLAHASSEE
120111003728.00,2007,SAWMILL ACADEMY FOR GIRLS,0,TRUE,open,other/alternative school,no,other,15,no,No,2609-E SPRINGHILL RD,TALLAHASSEE
120111003728.00,2008,SAWMILL ACADEMY FOR GIRLS,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,2609-E SPRINGHILL RD,TALLAHASSEE
120132003207.00,1999,PACE-LOWER KEYS,0,FALSE,open,regular school,no,,21,no,Missing/not reported,3130 FLAGLER AVENUE,KEY WEST
120132003207.00,2000,PACE-LOWER KEYS,0,FALSE,open,regular school,no,other,21,no,Missing/not reported,3130 FLAGLER AVENUE,KEY WEST
120132003207.00,2001,PACE-LOWER KEYS,0,FALSE,open,regular school,no,other,21,no,Missing/not reported,,KEY WEST
120132003207.00,2002,PACE-LOWER KEYS,0,FALSE,open,regular school,no,high,24,no,Missing/not reported,3130 FLAGLER AVENUE,KEY WEST
120132003207.00,2003,PACE-LOWER KEYS,0,FALSE,open,regular school,no,other,25,no,Missing/not reported,3130 FLAGLER AVENUE,KEY WEST
120132003207.00,2004,PACE-LOWER KEYS,0,FALSE,open,regular school,no,other,28,no,Missing/not reported,3130 FLAGLER AVENUE,KEY WEST
120132003207.00,2005,PACE-LOWER KEYS,0,TRUE,open,other/alternative school,no,other,31,no,Missing/not reported,3130 FLAGLER AVE,KEY WEST
120132003207.00,2006,PACE-LOWER KEYS,0,TRUE,open,other/alternative school,no,other,30,no,No,3130 FLAGLER AVE,KEY WEST
120132003207.00,2007,PACE-LOWER KEYS,0,TRUE,open,other/alternative school,no,other,31,no,No,3130 FLAGLER AVE,KEY WEST
120132003207.00,2008,PACE-LOWER KEYS,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,3130 FLAGLER AVE,KEY WEST
120138005627.00,2005,EMERALD COAST CAREER INSTITUTE S,0,FALSE,reopened,regular school,no,other,26,no,Missing/not reported,"720 LOVEJOY RD FT. WALTON, FL",FT. WALTON
120138005627.00,2006,EMERALD COAST CAREER INSTITUTE S,0,FALSE,open,regular school,no,other,29,no,No,720 LOVE JOY RD,FT. WALTON
120138005627.00,2007,EMERALD COAST CAREER INSTITUTE S,0,FALSE,open,regular school,no,other,79,no,No,720 LOVE JOY RD,FT. WALTON
120138005627.00,2008,EMERALD COAST CAREER INSTITUTE S,0,FALSE,open,regular school,no,other,104,no,No,720 LOVE JOY RD,FT. WALTON
120138005627.00,2009,EMERALD COAST CAREER INSTITUTE S,0,TRUE,open,other/alternative school,no,other,119,no,No,720 LOVE JOY RD,FT. WALTON
120138005627.00,2010,EMERALD COAST CAREER INSTITUTE S,0,TRUE,open,other/alternative school,no,middle,42,no,No,720 LOVEJOY RD NW,FT WALTON BCH
120138005627.00,2011,EMERALD COAST CAREER INSTITUTE S,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,720 LOVEJOY RD NW,FT WALTON BCH
120150003237.00,1999,PAHOKEE YOUTH DEVELOPMENT CENTER,0,FALSE,open,regular school,no,,57,no,Missing/not reported,500 BAY BOTTOM ROAD,PAHOKEE
120150003237.00,2000,SAGO PALM ACADEMY              (FORMERLY PAHOKEE Y,0,FALSE,open,regular school,no,other,339,no,Missing/not reported,500 BAY BOTTOM ROAD,PAHOKEE
120150003237.00,2001,SAGO PALM ACADEMY              (FORMERLY PAHOKEE Y,0,FALSE,open,regular school,no,other,269,no,Missing/not reported,,PAHOKEE
120150003237.00,2002,SAGO PALM ACADEMY              (FORMERLY PAHOKEE Y,0,FALSE,open,regular school,no,other,261,no,Missing/not reported,500 BAY BOTTOM ROAD,PAHOKEE
120150003237.00,2003,SAGO PALM ACADEMY,0,FALSE,open,regular school,no,other,252,no,Missing/not reported,500 BAY BOTTOM ROAD,PAHOKEE
120150003237.00,2004,SAGO PALM ACADEMY,0,FALSE,open,regular school,no,other,247,no,Missing/not reported,500 BAY BOTTOM ROAD,PAHOKEE
120150003237.00,2005,SAGO PALM ACADEMY,0,TRUE,open,other/alternative school,no,other,228,no,Missing/not reported,500 BAY BOTTOM RD,PAHOKEE
120150003237.00,2006,SAGO PALM ACADEMY,0,TRUE,open,other/alternative school,no,other,229,no,No,500 BAY BOTTOM RD,PAHOKEE
120150003237.00,2007,SAGO PALM ACADEMY,0,TRUE,open,other/alternative school,no,other,207,no,No,500 BAY BOTTOM RD,PAHOKEE
120150003237.00,2008,SAGO PALM ACADEMY,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,500 BAY BOTTOM RD,PAHOKEE
120150003774.00,2001,"SURVIVORS CHARTER SCHOOL, INC.",0,FALSE,new,regular school,yes,high,301,no,Missing/not reported,,WEST PALM BEACH
120150003774.00,2002,"SURVIVORS CHARTER SCHOOL, INC.",0,FALSE,open,regular school,yes,high,462,no,Missing/not reported,1310 NORTH CONGRESS AVE.,WEST PALM BEACH
120150003774.00,2003,"SURVIVORS CHARTER SCHOOL, INC.",0,FALSE,open,regular school,yes,high,317,no,Missing/not reported,1310 N CONGRESS AVENUE,WEST PALM BEACH
120150003774.00,2004,"SURVIVORS CHARTER SCHOOL, INC.",0,FALSE,open,regular school,yes,high,333,no,Missing/not reported,1310 N CONGRESS AVENUE,WEST PALM BEACH
120150003774.00,2005,"SURVIVORS CHARTER SCHOOL, INC.",0,TRUE,open,other/alternative school,yes,high,317,no,Missing/not reported,1310 N CONGRESS AVE,WEST PALM BEACH
120150003774.00,2006,"SURVIVORS CHARTER SCHOOL, INC.",0,TRUE,open,other/alternative school,no,high,244,no,No,1310 N CONGRESS AVE,WEST PALM BEACH
120150003774.00,2007,"SURVIVORS CHARTER SCHOOL, INC.",0,TRUE,open,other/alternative school,no,high,0,no,No,1310 N CONGRESS AVE,WEST PALM BEACH
120150003774.00,2008,"SURVIVORS CHARTER SCHOOL, INC.",0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,1310 NORTH CONGRESS AVE,WEST PALM BEACH
120150006858.00,2006,THE PALM BEACH ACADEMY FOR LEARNING,1,FALSE,new,regular school,yes,primary,19,no,No,6201 S MILITARY TRAIL,LAKE WORTH
120150006858.00,2007,THE PALM BEACH ACADEMY FOR LEARNING,1,FALSE,open,regular school,yes,primary,22,no,No,1199 W LANTANA RD,LANTANA
120150006858.00,2008,THE PALM BEACH ACADEMY FOR LEARNING,1,TRUE,open,special education school,yes,primary,39,no,No,1199 WEST LANTANA RD,LANTANA
120150006858.00,2009,THE PALM BEACH ACADEMY FOR LEARNING,0,TRUE,closed,special education school,yes,not applicable,,no,No,1199 WEST LANTANA RD,LANTANA
120156004032.00,2004,OAK PARK SCHOOL,0,FALSE,new,regular school,no,other,0,no,Missing/not reported,8580 66TH STREET N,PINELLAS PARK
120156004032.00,2005,OAK PARK SCHOOL,0,FALSE,open,regular school,no,middle,242,no,Missing/not reported,8570 66TH ST N,PINELLAS PARK
120156004032.00,2006,OAK PARK SCHOOL,0,FALSE,open,regular school,no,other,287,no,No,8570 66TH ST N,PINELLAS PARK
120156004032.00,2007,OAK PARK SCHOOL,0,TRUE,open,other/alternative school,no,other,355,no,No,6700 86TH AVE N,PINELLAS PARK
120156004032.00,2008,OAK PARK SCHOOL,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,6700 86TH AVE NORTH,PINELLAS PARK
120159003257.00,1999,SABAL PALM SCHOOL,1,FALSE,open,regular school,no,,261,no,Missing/not reported,5406 DEMILLE ROAD,POLK CITY
120159003257.00,2000,SABAL PALM SCHOOL,1,FALSE,open,regular school,no,other,325,no,Missing/not reported,5406 DEMILLE ROAD,POLK CITY
120159003257.00,2001,SABAL PALM SCHOOL,1,FALSE,open,regular school,no,other,335,no,Missing/not reported,,POLK CITY
120159003257.00,2002,SABAL PALM SCHOOL,1,FALSE,open,regular school,no,other,338,no,Missing/not reported,5406 DEMILLE ROAD,POLK CITY
120159003257.00,2003,SABAL PALM SCHOOL,1,FALSE,open,regular school,no,other,269,no,Missing/not reported,5406 DEMILLE ROAD,POLK CITY
